Add to Closet	1f46ab21482240b4a6471725be7d7ca7
Design System	asset-stub-assets-21ecec1aecdf41888e0e858dadf21546-1776652141349
Home Screen	c8d43704a5f44e6cb15bf553a18bd463
Style Analysis	df3f025a6c5742bb8948e2af09efa977
옷장 등록	0673f110c926411f99f8c1f19bde0360
홈 화면	100001f60a8f4e59a4b1e0ef58198ae3
스타일 분석 결과	ce0a7529079f4d3493d6f910fa16b61e
